family_rank,content_hash,copies,repeated_instances,repositories,minimum_size_bytes,maximum_size_bytes,representative_repo,representative_path
1016,57b5337f35b4ae03a4ee1da356fd97bd035a590df439d8c0bcdefa29b9e814c8,3,2,3,1850,1850,DrCatHicks/learning-opportunities,CLAUDE.md
1017,58d10b0c82a29b0c223ad75cf42ac9ca2b3e1d62c44536609ed18e2a666b707a,3,2,3,12824,12824,MajesteitBart/ClawLine,packages/happy-server/CLAUDE.md
1018,5972e668c2e1a979e3d0248592f857d5b575b41b975c1e122d78adf2f8213501,3,2,3,13669,13669,Charan9404/HarborAssignment,CLAUDE.md
1019,5974de8565c824f20f3a284832914c146cd7262070ddc3b764c7d9581d0b162c,3,2,3,3275,3275,dd0sxx/sapience-WBjO,packages/protocol/CLAUDE.md
1020,59807e2c6997f755da0439e6fa2efa72ccb27a5bf25d1dc305b08e6b9ec6abe2,3,2,3,16,16,andressep95/AndroidApp,CLAUDE.md
1021,59a2d4c1f290208de7d263e8514bd60cfd4e9464bd910791773fc82779c2bbd7,3,2,3,4395,4395,hongsw/claude-agency-template,CLAUDE.md
1022,59a79776318d16ed78bb3af86bf03c60867b126cca63ab34b9a0c2d761122ada,3,2,3,9644,9644,cortezalberto/chile,pwaWaiter/CLAUDE.md
1023,5c5b88cd0ffa7ceb2ea59885453fffb881bbfe7d78a137e67ffa050cfebed7ba,3,2,3,1860,1860,KevinZhoutianyi/fone_pretrain,theory/CLAUDE.md
1024,5d6b9f5ceabac766f22d48450f3eb3a9fbd45d2670dfd1695a52375f01c48206,3,2,3,208,208,atom-computers/atomos,iso-postmarketos/data/atomos-home-bg/light-earth/react/CLAUDE.md
1025,5d6eb20c7f6e5fd98e0c5b80b5d0db381cf500e88720c6d8e5159536479bd584,3,2,3,3301,3301,smarty-kiki/php-vibe-coding-frame,config/CLAUDE.md
1026,5e881165ad7e10a52def7a23c75fc4e3298608356657efba04ef464dd1fd57bb,3,2,3,15,15,alookai/alook,CLAUDE.md
1027,5e96172e0adac7a28b4d4a0dd8e231fe1a02b57a1efa1ab883e0f71b1f0ef483,3,2,3,315,315,ai-shifu/ai-shifu,src/cook-web/src/c-common/CLAUDE.md
1028,5ece4d241c161be91472c81f565c6b36269f28496d5f22a508261c8ed150d261,3,2,3,6515,6515,Adrianyeoyh/KeepUp,.claude/skills/excalidraw-diagram/references/CLAUDE.md
1029,5f0bfba41a12795adf7cd4bbe1f81330c76b955f8b3648021bdeffcac680dcb1,3,2,3,61,61,cberner-ai-org/daw-ai,CLAUDE.md
1030,5f64f92f579d705ca2275d5e887915481986e3d7f5eae75caa5e23ec133c516b,3,2,3,3741,3741,nico-schluter/HelicalGearPlus,CLAUDE.md
1031,5ff3872228cc12c8bffb4235648120ab236f30b08d7dbe391d2440a1bdd3ddf2,3,2,3,11589,11589,elrizwiraswara/flutter_pos,CLAUDE.md
1032,6091d96b48f256d42bef3e733b84f2114c48c79d332ebb898b41bbb81e878d1f,3,2,3,1125,1125,0pstech/mcp-security,tools/inspector/CLAUDE.md
1033,613c4f80384cd94c21a455f0d18d2dcce134b34a16f1bff832c56086a0d861c7,3,2,3,243,243,acailic/claude-code-tools,agentic-finance-review/CLAUDE.md
1034,62a776d4d53b6f4433c367ff905c61ab3b7bd1648fdbd9adfd3018ca33d54b50,3,2,3,2454,2454,Omni-World-LLC/computer-use-agents,libs/typescript/cua-cli/CLAUDE.md
1035,63335bf7d9582d8ae536f76c2e94699da64e0fffd3ee16a722894edc9db26284,3,2,3,369,369,ISET/iset3d,CLAUDE.md
1036,6351eef6b90c764db54cc64f482b792d55bc2a4019bf1def8dda9c3a729fc6f9,3,2,3,21,21,aegro/infra-github-actions,.claude/CLAUDE.md
1037,636f250c9972133e822a105aa1d2d9e824491a38452464e2b0606e569e22bfb6,3,2,3,2805,2805,dhruvpaleja/soul-yatri-website,CLAUDE.md
1038,63c6d759809d39ae11dce41937a6d0966a6a567f1d88e64f6314a19fc9a4d3a6,3,2,3,206,206,Demerzels-lab/elsamultiskillagent,public/skills/yossiovadia/claude-code-wingman/test-project/CLAUDE.md
1039,64fccc368addc770ae3ce9b6171552d52e3274ba0c3817b23ea7efa053c25d75,3,2,3,29,29,Bekaboo/dot,.claude/CLAUDE.md
1040,653ad813cf76fe73a923a2691a9d15e213474ccc1a3595b9832fd9e48b54a60c,3,2,3,1309,1309,awardsapp/tambo-genui,CLAUDE.md
1041,65cb75f68d37664aec0ff41095084a9f224f337e69b4e3f25b1fa1885f25bacf,3,2,3,1241,1241,onezion12344/lidar,CLAUDE.md
1042,6656125f2b4f777d9cb4149b2acc3b0281aab4e8d8ebdd4ddcdb1ae9274e8253,3,2,3,352,352,franciscocruz09-art/Dr.smoke,ventas/CLAUDE.md
1043,66f93be8471bbf4b06a1c6121b39bae27020b72cd612bd488906eef0f8abaa27,3,2,3,132,132,cloudflare/workers-sdk,CLAUDE.md
1044,676a04ff56501f5a6ad786d60edddd77c12302be2ed5405ae3006a0702df6a24,3,2,3,3595,3595,alezmad/claude-intercom,CLAUDE.md
1045,67a82004887b5458039acae201ab4267b4bf97516a5bd7d82c340759791db68b,3,2,3,12217,12217,Musma/hanwha-ecotec-demo-logistics-twin,CLAUDE.md
1046,68032167bb371e5acb2105290b9467f48c6098eb6d129f427541736e894a44d9,3,2,3,40638,40638,jvanjeddz/dezc-2026-hw,dlt_ingestion/taxi-pipeline/CLAUDE.md
1047,681af871f92ced6d0843ef08bd843a1d7c099c25f37cbf86bf83a8f026b2783b,3,2,3,113,113,Comfy-Org/ComfyUI_frontend,.storybook/CLAUDE.md
1048,687b295211ff6a130c862939703db89d3fa47731205390ef6668c18b9cf34b18,3,2,3,117,117,jking-ai/diagram-as-code-architect,CLAUDE.md
1049,68b62613b1057ddab122ca19f35497e4ef9020d2b85d7b02832008ea9de32bf1,3,2,3,1315,1315,dialohq/faux3,CLAUDE.md
1050,68c738632165777c9820f6b3e8f8c4004d983fbebe87dee58cbc0335cd0b7d66,3,2,3,14158,14158,behaack/phaeno-ops-mgmt-system,integrations/hubspot/CLAUDE.md
1051,692845a944e22e7a41293f6c5a11a83633209e88a8de5e8d5db030acc3631731,3,2,3,1874,1874,rfay/addons-creating-maintaining-presentation,CLAUDE.md
1052,6960d48176ed704e8f72f9e239a1b77b69e19c8ca8c33fb03b234d00131fcd8c,3,2,3,11853,11853,formkit/theme-regenesis,.dmux-hooks/CLAUDE.md
1053,69b0d55e6b5fe0a6dd41bde416f33da8de5858125e989b0cdc34d5f024358b01,3,2,3,806,806,Greg-Swiftomatic/promptomatik,Claude.md
1054,6b65288e06f1598800d08526b6ae5b857286fe68d7dd0015c4b8b02681446970,3,2,3,594,594,flipbook-labs/changewrite,CLAUDE.md
1055,6b6e318162486e98492d2ae7c324bd376f2ef3a635fd974ed315cc96c3856ac3,3,2,3,18,18,Fractal-Tess/jet-black,CLAUDE.md
1056,6ce3dbfac57673aaa7e21ec9f2f089ab287ff165d134299b52954ea3d7ec7938,3,2,3,318,318,ai-shifu/ai-shifu,src/cook-web/src/c-constants/CLAUDE.md
1057,6d97f62b40c8d8166e31e584be177686d7b60db76e74e50ed22e20f34734a26f,3,2,3,2016,2016,dpoage/nixos-config,CLAUDE.md
1058,6e3cc9a04414fcbe83d77cd2d903218db2b4d2c5d7e68e43d67e5bec6f060358,3,2,3,8907,8907,Brunuz7/chatbot-ai-assistant,api-evolution/CLAUDE.md
1059,6ea50209671ec7b42f65ba50d371395c2761d43a520fbc649a37d6956149ae46,3,2,3,3506,3506,Cincinnati-Associates/tomi_new,CLAUDE.md
1060,6f2046c047cd73bfb881d2deab6094c30baa976b15f4ca4a673c55691f13f8b3,3,2,3,17,17,evidlabel/lawcite,CLAUDE.md
1061,6f37eb69ebc88f2b571eed0193cede30bb633be3a1f73cb29c2f809ed4fb81bf,3,2,3,8,8,amodelandme/Banderas,CLAUDE.md
1062,70e4a722169edea5115a1f7d3649f24ff1c8fe7d6ecc279477b2a8bd74a10f3a,3,2,3,1671,1671,ArogyaReddy/https-github.com-kunchenguid-firstmate,docs/supervision-protocols/claude.md
1063,7354010d634886d074ec0357cb1f819c76f22830cc3d97cd74a718c4f08f9898,3,2,3,15979,15979,declastday/D_L_be,claude.md
1064,74e5557ff57501839c1d16710b83f9c65b69e68aa89c3425b647bd5cb080ef73,3,2,3,44,44,comicmuse/feedme,CLAUDE.md
1065,7803ff58e7a78f77ce891b31987e034792d11c9371e615f9e8d1c9f080a550ae,3,2,3,11021,11021,Joedeezee1983/jayde-ecosystem,claude.md
1066,781337a3853d695f9e749a9aaf269a9850fba12f36520e325f0ae71f39712e74,3,2,3,1219,1219,Rynaro/cardboard-box,CLAUDE.md
1067,78b3eaecf45e1a2812bf99468b1c8fa869f05bd56e4b3c219704498d0419bc9a,3,2,3,8852,8852,alialghanay/octo-skills,plugins/superpowers/CLAUDE.md
1068,78be5dbe302a75021560f4e25510d22529c52de99b937fd294a3761219131b25,3,2,3,10,10,bobadilla-tech/requiems-api,claude.md
1069,78c0b8378086197b0f451c24c2233457a4e097e34ae4a1fd7126376119ccac98,3,2,3,148,148,fmoda3/nix-configs,home/claude-code/config/skills/prompt-engineer/papers/correctness/refinement/CLAUDE.md
1070,78cfb179203699f9eea3535307b6a2b6fc006640372046badff15f0a6193b005,3,2,3,732,732,developeramarish/ez-data-processing-platform,docs/archive/CLAUDE.md
1071,79b6e6ab2152a4011f39143b942167a59ea7da6e65819e715d971f40d3f4fcd5,3,2,3,4783,4783,lambda-feedback/conciseChatFunction,CLAUDE.md
1072,7b545bf0ff3b447638ee8a8c9fc4e714c72e129ba0dfaf31da02070c22684848,3,2,3,1304,1304,FooQoo/project-starter,CLAUDE.md
1073,7ba0871811479855d328612b7172e324f581dea5c4b98d5e7e85eddcac3ad611,3,2,3,17,17,automagik-dev/omni,CLAUDE.md
1074,7bac58d4c58ed8d0a0e9bed2780c10c059e58b1fa9bcf07ba487bb8117a0dd36,3,2,3,217,217,janset2d/sdl2-cs-bindings,CLAUDE.md
1075,7c803a518cb3820896ecc018c468dc16212805ba0df4eaebfe103e8392623b32,3,2,3,306,306,ai-shifu/ai-shifu,scripts/CLAUDE.md
1076,7cb20473e389f84630d9d9a382c6ec77f0b6c96a7cef05d8a0a16d7376336652,3,2,3,75,75,DawnSaint/cloud-game,CLAUDE.md
1077,7da73bcf78ace03996cfeda55f774400acfcc8ba54735334d4690bcb934c0bab,3,2,3,1410,1410,gabrielmoreira/agent-skills-mirror,mirrors/repos/Donchitos@Claude-Code-Game-Studios/docs/CLAUDE.md
1078,7e355492496ca520a75e8a1cffe5ff5142b87b943fc893a8c44fbefd77ab054f,3,2,3,3051,3051,aRustyDev/dotfiles,.ai/docs/.todo/context-engineering-intro/CLAUDE.md
1079,7fbe472910e8dfa3043173b39a50806bd277984a5b97aff3554548a5506d3cea,3,2,3,370,370,traitecoevo/odelia,.claude/CLAUDE.md
1080,7fcc14422487587a99b9fda83cf0687b77402e90e1517e5b687b7a83787a5ea6,3,2,3,619,619,LearnPrompt/ai-news-radar,CLAUDE.md
1081,804b7d69489cdb7b1052fea35a86ff107bedd9d73530d62c2d5e1f8b3a792a3f,3,2,3,278,278,aah-stack/CERTIFIED,02_code_generation_workflows/_manage/solved/app/CLAUDE.md
1082,80bc700496b31a211e184aa092ef14328dbcbbbd7cb9594d113e80e9ef1c7758,3,2,3,329,329,AllanTran90/Tivoli,CLAUDE.md
1083,80c20ed9c6ac4f41890691b9ce77c08541345ae5949b97e0cd369e1968237927,3,2,3,10975,10975,Gunturadhtya/food-rescue-banua,CLAUDE.md
1084,80f6521206b9319ec57fdde032335bf7f816f38c62922d39ae7f69aa79442dbc,3,2,3,316,316,ai-shifu/ai-shifu,src/api/flaskr/service/resource/CLAUDE.md
1085,8122806127418b8ff7dc85b1294939132c06a76f4d36637fa0b5bcad57dbcb62,3,2,3,69,69,danny270793/danny270793,CLAUDE.md
1086,81739f1b9c2eaf0785e7d5b645f0dd68f7c785efd5b2f3eb563b2402eb992797,3,2,3,190,190,graduenz/fintable,CLAUDE.md
1087,81d336a0e5dc091dcbfbe4a0d4ba63cc848044f879e3cacbc2f93c362961d9b2,3,2,3,2127,2127,buketsdx/RCAS-Project,backend/CLAUDE.md
1088,8248e68b306e6f9d49bd2a2bbdbb9cb1d0d8a4e912b8044d94c1bb7c08464bb6,3,2,3,2714,2714,Duzhenyang111/stock_money,financial-services-main/CLAUDE.md
1089,82968b716851a23142e5b6eab6bcebebcc17dbc6eddf44727159b128d0974ab8,3,2,3,211,211,avantageusa/dbl-facts,CLAUDE.md
1090,830e234355b3491dc199a46a3d8e9732fd0a90778638a2c57ac4d5e8fd24a947,3,2,3,28,28,byronkimani/Reflect,CLAUDE.md
1091,838ea10b1b7759375bde6568b93d8d5d686d7854480434f9b54cc8285fef7bff,3,2,3,1332,1332,SebastianChristoph/boegstoph,CLAUDE.md
1092,843de2cddf0cea8e2ca231ebc2625774d66a8a7ff90ac93d0ccc3dcc352d6725,3,2,3,58240,58240,franklesniak/copilot-repo-template,CLAUDE.md
1093,850c82340080b6c402c0e426d7aad1e9ac1b753fd5f7e7fe11c77c74dd0ee8ee,3,2,3,4359,4359,ammarameeraahmad/audio,CLAUDE.md
1094,856f84a4e7ded4020be52c398493e0ebba0d920d0546ccd11099dfb2c5c6fcf4,3,2,3,334,334,Wave-RF/astro-themed-mermaid,CLAUDE.md
1095,85d25de1bbbefb104e70d01c9ed0a868afe2c38d81e0a1bf5545ebeef195d313,3,2,3,7217,7217,patrick0f/attendance-check,CLAUDE.md
1096,8632179cb7cef9356065d6367990a24681109dcaa49c8dca0f2408d35e561bd7,3,2,3,840,840,jlumbroso/morris-visualization,CLAUDE.md
1097,885e29ad6460bc5bd7874e2002c0dd702141145f36281fd531f676386ae48caf,3,2,3,11032,11032,damianjedryka39-create/TEMPLE_REPO_v2,REPOSITORIES/n8n-mcp/CLAUDE.md
1098,89a13dfda4341d32f6f086ac803432a01fbf1825f744eb629dfdbcd19821da0d,3,2,3,4342,4342,Muggleee/craft-agents-oss-webapp,packages/core/CLAUDE.md
1099,8a84cddf77af09bb32987bb19735bb6ac9b80b43483c0d61ac2d830c1e0a9d9e,3,2,3,189,189,Scaffold-Stark/basecamp,CLAUDE.md
1100,8b199f3eee41c261c59cc2d7003e387e5d71154be466e2b1f581dfe2999af7d5,3,2,3,1735,1735,j5ik2o/cqrs-es-spec-kit-js,CLAUDE.md
1101,8b307c6b58a622621853a20f64f87e0dfd3756aae94caf19e7b6c34510a7a81b,3,2,3,276,276,theRadicalSoftware/radicalSoftwareCodexBugBounty_1,CLAUDE.md
1102,8b61a69f38d67e4abc484528f8b0100312bfa3f7e398737ba80752408cda87b2,3,2,3,27856,27856,gbrinan/moai-jiji-chatbot,CLAUDE.md
1103,8b94f9a7c290551adc1457265716d85afa95116c5f6c947cea0b8dda0fdd24ac,3,2,3,1726,1726,Correia-jpv/fucking-awesome-python,CLAUDE.md
1104,8c2055eb7708e3634ccb8aa21fd599dee0710b7f51e72449ec645076373ae60f,3,2,3,314,314,ai-shifu/ai-shifu,src/api/flaskr/service/common/CLAUDE.md
1105,8c49613bd84d28701b403421d26b5c108429e24db9b3c7192e4df93fb122e26f,3,2,3,4102,4102,dedalus-labs/open-meteo-mcp,CLAUDE.md
1106,8c8673fe3b6cc4fbbdf27f00a5a057258b0152be21266476113af4c895ac7df4,3,2,3,254,254,paladini/team-ai-sync-demo-api,CLAUDE.md
1107,8d2277f378f4dc5c435bbdd569d2e4077327174c477207f3c90823465f6a4481,3,2,3,16874,16874,Akash209581/jd,apps/frontend/CLAUDE.md
1108,8d23ddec86ec00c57491f5605bb9874491137797410d9dff1d27c53065e9c3d6,3,2,3,5578,5578,spiderocious/gaskya,CLAUDE.md
1109,8d792fd062a8ecc85146f36d9f210e925a483ba76b3af661ee61ea2b60dc28c3,3,2,3,15,15,local-bias/kintone-utilities,CLAUDE.md
1110,8db0c11480ef807c87990f11c60a57e672f1cdc23c44ab173032fc8ddf6ed78e,3,2,3,4254,4254,GraphicDThanh/claude-code-a-highly-agentic-coding-assistant-short-course,ragchatbot-codebase/CLAUDE.md
1111,8dda81bda050bd69e27da53786055b300e43a9a4155d1856d64daf5db2922974,3,2,3,538,538,jarbitechture/claude-skills,skills/meta-router/CLAUDE.md
1112,8ea5358651ce72e98579725422622c9db8541c7cdf96f59aced29bfd26a01c42,3,2,3,184,184,mcalthrop/cv-react-ts-graphql,ai-resources/CLAUDE.md
1113,90ba93ec6d20dfa0f139334984e6eea8b3a51d4c18e2b29bee90920daea3d8b0,3,2,3,12145,12145,18Wangu/London_Hackathon_encodeAI,tonk/apps/group-expenses-tracker/src/views/CLAUDE.md
1114,9187f00cc343b4674921091665217996e7a1ddd2d1e0f65240e8efec347adc5d,3,2,3,94,94,Code-Beaker/frontpage-feed-reader-main,CLAUDE.md
1115,91a7ce1c042dc5d2512e08ce22eedbd716f78bdc8534c301c9db8dc16a939906,3,2,3,3863,3863,Michaelunkai/01,AI_ML/AI_and_Machine_Learning/Artificial_Intelligence/cli/claudecode/claude.md
1116,926b9b5343c3b004ee164434a8cc043fa5c863a2bfbb4170a1011fc9d98a2871,3,2,3,54692,54692,cortezalberto/juani4,AI-NativeV3-main/CLAUDE.md
1117,92a8c542144aecdd8d96d8e7ab2f2910f567f77b338c1c6cb500fe6403d40251,3,2,3,45,45,maxandersen/jgccli,CLAUDE.md
1118,92dbf9f5433d8c5c7de07520bf8a00899e23f013082ccf815bbf301ee82aa5fb,3,2,3,580,580,Durgaprasad-123/Azure-devsecops,app/.claude/CLAUDE.md
1119,93d74f2692eb8d2440ea724ae066bfc3df4ebabf11e5e6073047203a951b10e3,3,2,3,312,312,ai-shifu/ai-shifu,src/cook-web/src/store/CLAUDE.md
1120,93f2e813f07a3beb02af284fecba58558a2be0f28b6e39a469583d8b7aad37b4,3,2,3,13,13,djeisonadventista/again,CLAUDE.md
1121,94132f9244c66267ad08dd52090a8419bbece2fffd6b1e08c12422266bb1238f,3,2,3,286,286,Vardot/vartheme_bs5,CLAUDE.md
1122,9602e58adcedba972938361648229f48adb7e5a27068bf1322de0ca08cac6cd7,3,2,3,1429,1429,Task-Web/basesite,CLAUDE.md
1123,96ba64b7fe91c65754b9296e09f17a59ccca553ca935b027aa44a9df27263b49,3,2,3,28,28,kncrabtree/blackchirp,CLAUDE.md
1124,97a08691f557fd85cf1f253a009d84457cb4752f57d1ed1de80039d6ab0913ef,3,2,3,1607,1607,aleister1102/sse-viewer,CLAUDE.md
1125,9814bd63817508a89ac3b98894e429e05696f96a1543818734a8198a5d2c64a2,3,2,3,3974,3974,ossaidqadri/AI-Policy-Simulation,policy-sim/CLAUDE.md
1126,98bd30d30a66ac1937c023095b3886136a40aa98aaaa75e937e97359fb1f8d27,3,2,3,6103,6103,CaiGaoQing/2-api,code/CLAUDE.md
1127,98f7e1540e174948274416e220c1529beb2eb28c9d607727d06480870182ab06,3,2,3,3677,3677,zhound420/bytebot-hawkeye-cv,docs/archive/CLAUDE.md
1128,9974116a306a8a2fd9b97711f66431084100ff6a80781690c6c0a2fb7e8fa92a,3,2,3,2537,2537,JavierTSalas/hyperframes-student-kit,video-projects/hyperframes-sizzle/assets/anthropic-capture/CLAUDE.md
1129,9a97fef3449d91ed6dcf504f8a2e4e1b4d455586eb5b814ebf750147e91926d6,3,2,3,638,638,tyroneross/agent-builder,.claude/CLAUDE.md
1130,9badcaf9d79b8b9aa0a286145d026ee0aafaab8d6bd601a80f513a3443008807,3,2,3,235,235,pulseengine/mcp,CLAUDE.md
1131,9c0a08fd80e1e793f3048e09e19420b0b9c8cb5c8cf27f9a31bf4fa5664696b8,3,2,3,352,352,countzero/windows_llama.cpp,CLAUDE.md
1132,9cd517950483af29aa4e380b2f0b20140bcb99c12ff4119c96045877bf80e22f,3,2,3,1007,1007,kodflow/view,.github/workflows/CLAUDE.md
1133,9d404bbc0ce68a29d79c130f8553215be5434e97604501467c9d79f6f6b0521e,3,2,3,7920,7920,artyorsh/expo-template,CLAUDE.md
1134,9f7f1c4ded7b1418b68818769b0a8176c8062c0c1d08603d494b1a4e2624a28b,3,2,3,2281,2281,fadrienne/Apps,autosci/CLAUDE.md
1135,9f9731f4bff10e8ee38a52f84753fbb7d293c153b37450bfb5a56d1952ffe67a,3,2,3,100,100,fideus-labs/fidnii,CLAUDE.md
1136,9fb951d03afbed6e340a5758bc94b6a2ace2f0504127969c9a652e924edd40b3,3,2,3,7194,7194,nesalia-inc/academy,packages/auth/CLAUDE.md
1137,9ff11b405f83e096c151157efcc0df8c640ab5c24819eb45581db5222cf3330e,3,2,3,55289,55289,costrict-plugins-repo/imbad0202-academic-research-skills-academic-research-skills,.claude/CLAUDE.md
1138,a0cbcb26c22fd8874e7f974b4d29cce69dd4f289da41f85eb880ed110f2e63cc,3,2,3,50004,50004,bao-123-uit/IS216.Q23,CLAUDE.md
1139,a143ac89a4ff8313577aa94bd62d374771fdd55c01d4e606e86d559d75046a7f,3,2,3,28,28,jasonsuhari/orangeboard,CLAUDE.md
1140,a24ffa1e08f9b3c3c12a00464bd00054c4892f00a9039f5ee7e395aba86883d6,3,2,3,84,84,codyforbes44/antigravity-voice-assistant,ollama-main/CLAUDE.md
1141,a286373021d1fd0aafa3aad8149ff648c25108247bbeecec36895577adbcd726,3,2,3,11466,11466,md-ahr/AI-Assistant-Doctor-Booking-Appointment,CLAUDE.md
1142,a29396e4a24d09a5bf3ad10abb51012e37e4afad21417d6af6022e7394fb5b6c,3,2,3,306,306,ai-shifu/ai-shifu,src/api/CLAUDE.md
1143,a2c1b7b3b47d50cd6023cca719b309de1ad75436d438f68fb5ca9a1875e5c134,3,2,3,1578,1578,Alexhuszagh/i256-rs,CLAUDE.md
1144,a58d0b90980f22c1bf6c78f10873dce60eff908ee42d0a6fe88b2a32886c8923,3,2,3,2257,2257,MAENG-kmk/TradingBot,CLAUDE.md
1145,a6173deede31e86d28400fda0773ab0681542788dacb44943d79e2c8e4190add,3,2,3,48,48,kuaizhongqiang/AgentRouter,agents/cline/CLAUDE.md
1146,a99428a9c0ae47e9ffc772ea6950f81cd44dd6563e0bc405dd613d825a966628,3,2,3,7078,7078,JEROLD-creator653/Agentic-call-AI,CLAUDE.md
1147,a99e15c795bf6ba3141183ae9b7365e36ba448c99f081a70e220e4d1871c8ff6,3,2,3,548,548,hijosdelasnieves/hijosdelasnieves-RP,CLAUDE.md
1148,a9a9011f6d78d418a0b2b5f305c495d51ba950a040579f734972d4622d7592df,3,2,3,1337,1337,happyreehal/QueryCraftAI,CLAUDE.md
1149,aa10df84091a7c491cfc528634e759613ca74b05dabe93e4f77935fad22f4fdd,3,2,3,3012,3012,8harath/devspend,docs/providers/claude.md
1150,aabe65bee636636f3ff1543deaef2819eb063959a01811549f21d04860d062f2,3,2,3,307,307,ai-shifu/ai-shifu,src/cook-web/CLAUDE.md
1151,ab4dd5f16e79f018ab704843291c48464911e19c8efe26d1fc9f7f74ea85cfd6,3,2,3,17066,17066,JivanTupkar/Fsd200projects,payrollsync-mern/CLAUDE.md
1152,aba40ba2c397ea4842de05338e662a138aaa20351a1b76e719bece9b82b16700,3,2,3,108,108,Comfy-Org/ComfyUI_frontend,browser_tests/CLAUDE.md
1153,abe16291b62fa68caf9d2c9e01c901c530919aa47166808061e00979e4020391,3,2,3,591,591,tanav29/drawble,CLAUDE.md
1154,abf2044a4d9dea8c3693bdb48745fd6add3b7c12f136f706bd9f1396358b0171,3,2,3,21,21,juanmanuel-so/2026-portfolio,CLAUDE.md
1155,ac12e7788cb5d5eb7d893b63fe36d1f043754b3abd1466f6c5d7ce902f5ac00b,3,2,3,22,22,daimo-eth/machine-payments,CLAUDE.md
1156,ac7394585dddcd50d700faa87edd613ff09e816dc5fb19910c871261f8b6d136,3,2,3,472,472,wkcollis1-eng/home-assistant-config,CLAUDE.md
1157,acaeb4d88d193c805120875017895ec40be33635b4832a7e352d33598148f2f5,3,2,3,6119,6119,Aksenod/Promtdesign,CLAUDE.md
1158,acb9f672312834994b781391f33b737394f8468ff5eb347771ed6325babedb9e,3,2,3,1057,1057,aah-stack/CERTIFIED,02_code_generation_workflows/_manage/solved/CLAUDE.md
1159,acca5cd0effb8f36a1a40737e4d736c78a8f55eb55d79e63f4bfef92f40bd61c,3,2,3,1866,1866,chodolmu/taskforge-pro,harnesses/operations/audit-report/CLAUDE.md
1160,ad021f93cdbd8e4f121adf64f10be7cb9af2d410f8ac2b0d40ae9dc9d9384f26,3,2,3,12691,12691,immediately-run/new-project-template,CLAUDE.md
1161,ae24f6b2567083e023dc9568f2669d3c8ea657d0f0559341d7591fbea33eceb5,3,2,3,89,89,pmarreck/jpegz,CLAUDE.md
1162,ae904834b046bacc263c73611f06a358fdcd158a5c48b17faf8bf02e9e6e6c37,3,2,3,16,16,eraeco/toy,CLAUDE.md
1163,aefb43779e951b6f961416f1195b5d9b753eca8a12a29f64a7a2cd8fb432e63d,3,2,3,15,15,DorisTheChef/Comparing-Linear-and-Neural-Network-Models-for-Perturb-seq-Gene-Expression-Prediction,CLAUDE.md
1164,af66aa45795dc6c1446ee242aec28eec31cd5ae0fe1f4e5558a1b45b52001569,3,2,3,226,226,npuNancy/analysis_of_global_pv_wind,CLAUDE.md
1165,af6a3f8a1aebcb45daf44726ff632a3f17ecf326b9bf9a606343f235fc64101c,3,2,3,1851,1851,chodolmu/taskforge-pro,harnesses/data-ml/changelog-generator/CLAUDE.md
1166,b05b804961f7caa6f26050a8f417202caa02ed62904d8f66aafa75d2495c34eb,3,2,3,253,253,dhh1128/entviz-js,CLAUDE.md
1167,b1a65a34afa77430bba47b1e516812ada7ff38d198063fc35421ca591751e93e,3,2,3,13,13,aidenlab/swtool,CLAUDE.md
1168,b1d86e9b18ecf9525ac9257a1395faf7cac1294ba15b41a1fc30c06cd8283907,3,2,3,38,38,diegopacheco/ai-playground,pocs/oh-my-claudecode-simple/.claude/CLAUDE.md
1169,b1f33c89859290b0f774e5e217f245411f20fe47dbc708e99e486b322f789a18,3,2,3,59306,59306,aneeba-pixel/claude-skills,CLAUDE.md
1170,b26aafa6c8c10730fcf16b506c4733794ec8c94c01241f309159b459342fc41d,3,2,3,37328,37328,vatupelage/BitCrack-H100-Updated,CLAUDE.md
1171,b2e8b7082ee1e4bfbf9466758ae58df66cbd33d8949d509e1dae1b774d3b38fd,3,2,3,1703,1703,getcmd-dev/cmd,docs/CLAUDE.md
1172,b46fd726f05b8e7703e1a97089cd44bbdaa277babca41ca575092f7a1b0cadc5,3,2,3,673,673,ademtru/findash,CLAUDE.md
1173,b47c1e85d60f56b992924876a16cda7f5835a85a36d07e17711f5a9dbf728c95,3,2,3,579,579,backstage/backstage,plugins/catalog-backend/CLAUDE.md
1174,b4c016bb8cc8253fedbc528362497c189020e930f9ad6d2ebf7603156d6ae8de,3,2,3,1244,1244,britt/teleprompter-sdk,CLAUDE.md
1175,b5435900e6c0410121379ecf43977b2ff7e9c2d629f301f5bd7d3437661d3ddf,3,2,3,18,18,corvair-ai/repo-hackathon-2026,CLAUDE.md
1176,b54fc07fc5011973abd77eca7edb9018bbddeb3936dc30a9e21187b840db7d77,3,2,3,10793,10793,fltman/beatbrawl,CLAUDE.md
1177,b55e32d43e8eb71917bfd65dcaca34a90b40883d7cb6c7dd20979c44fa6b9269,3,2,3,6521,6521,S-SK-TR/akilli-egitim-asistani-51,CLAUDE.md
1178,b5ee532c151f16b6c58f6fcb143046894ed9e64fdb2c413afd634d09ad52dbbb,3,2,3,3021,3021,aquacommander/learninghumannoideWalking,CLAUDE.md
1179,b5f41b095fdea6bca767115dfcb1586007d8d6fc6fdacbef20575114c519135c,3,2,3,34,34,anujagrawal380/moose-event-tracker,CLAUDE.md
